id,term,normalized,preferred_term,entry_terms,acronyms,departments,canonical_skill_ids,mesh_id,is_official_mesh_record,official_sync_required,priority,active,source,source_url,kind
meshlocal_9588d64371becb71,Acquired Esotropia,acquired esotropia,Acquired Esotropia,,,Ophthalmology,skill_9588d64371becb71,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e1c723893618957d,Acquired Exotropia,acquired exotropia,Acquired Exotropia,,,Ophthalmology,skill_e1c723893618957d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e89df6c99f9d265f,Acquired Hemophilia,acquired hemophilia,Acquired Hemophilia,,,Haematology,skill_e89df6c99f9d265f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2785a987c9d57e4e,Acquired Mitral Stenosis,acquired mitral stenosis,Acquired Mitral Stenosis,,,Pediatrics Medicine,skill_2785a987c9d57e4e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7a64410b63b55ea2,Acquired Nystagmus,acquired nystagmus,Acquired Nystagmus,,,Ophthalmology,skill_7a64410b63b55ea2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_047f6c3c0af52a43,Acquired Partial Lipodystrophy,acquired partial lipodystrophy,Acquired Partial Lipodystrophy,,,Emergency medicine | Endocrinology and diabetes mellitus,skill_047f6c3c0af52a43,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0fb34a2461ae2c09,Acrochordon,acrochordon,Acrochordon,,,Dermatology | Plastic surgery,skill_0fb34a2461ae2c09,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8456c46d3f06d141,Acrodermatitis Chronica Atrophicans,acrodermatitis chronica atrophicans,Acrodermatitis Chronica Atrophicans,,,Dermatology | Infectious diseases,skill_8456c46d3f06d141,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_047dea79475645e3,Acrodermatitis Enteropathica,acrodermatitis enteropathica,Acrodermatitis Enteropathica,,,Dermatology | Emergency medicine,skill_047dea79475645e3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6da0e344590fe77e,Acrodermatitis Enteropathica (AE) in Ophthalmology,acrodermatitis enteropathica ae in ophthalmology,Acrodermatitis Enteropathica (AE) in Ophthalmology,AE,AE,Ophthalmology,skill_6da0e344590fe77e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4bfbfbd158b291b4,Acrodynia,acrodynia,Acrodynia,,,Dermatology | Emergency medicine,skill_4bfbfbd158b291b4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4d2cd79b280b5fbc,Acrokeratoelastoidosis,acrokeratoelastoidosis,Acrokeratoelastoidosis,,,Dermatology,skill_4d2cd79b280b5fbc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f4461de5f7e9d355,Acrokeratosis Paraneoplastica,acrokeratosis paraneoplastica,Acrokeratosis Paraneoplastica,,,Dermatology,skill_f4461de5f7e9d355,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f32dddb455b2adcc,Acrokeratosis Verruciformis of Hopf,acrokeratosis verruciformis of hopf,Acrokeratosis Verruciformis of Hopf,,,Dermatology,skill_f32dddb455b2adcc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c79f9fbfac0397a3,Acromegaly,acromegaly,Acromegaly,,,Neuroradiology,skill_c79f9fbfac0397a3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_361fa3313aeda347,Acromioclavicular Joint Injection,acromioclavicular joint injection,Acromioclavicular Joint Injection,,,Orthopaedic surgery,skill_361fa3313aeda347,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_40e5da9c510129d2,Acromioclavicular Joint Injury,acromioclavicular joint injury,Acromioclavicular Joint Injury,,,Sports Medicine,skill_40e5da9c510129d2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_002a5a71f5416dbe,Acropustulosis of Infancy,acropustulosis of infancy,Acropustulosis of Infancy,,,Dermatology,skill_002a5a71f5416dbe,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_29d91b8a608d1de1,Actinic Keratosis,actinic keratosis,Actinic Keratosis,,,Dermatology | Oncology,skill_29d91b8a608d1de1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_657e5340c06dd8ef,Actinic Keratosis Pathology,actinic keratosis pathology,Actinic Keratosis Pathology,,,Pathology Histopatholog,skill_657e5340c06dd8ef,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_763994c36bf383c2,Actinic Prurigo,actinic prurigo,Actinic Prurigo,,,Dermatology | Emergency medicine,skill_763994c36bf383c2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_366c7f29c9150ac6,Actinic Purpura,actinic purpura,Actinic Purpura,,,Dermatology | Vascular and endovascular surgery,skill_366c7f29c9150ac6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b0a33cef5006fb0f,Actinomycosis,actinomycosis,Actinomycosis,,,Dermatology | Infectious diseases,skill_b0a33cef5006fb0f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_32d3602810cbfef9,Actinomycosis in Ophthalmology,actinomycosis in ophthalmology,Actinomycosis in Ophthalmology,,,Ophthalmology,skill_32d3602810cbfef9,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_fb64942ce5aaf5d5,Acute Abdomen and Pregnancy,acute abdomen and pregnancy,Acute Abdomen and Pregnancy,,,General surgery | Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_fb64942ce5aaf5d5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_892978fee571da91,Acute Abdomen: Diagnosis and Management,acute abdomen diagnosis and management,Acute Abdomen: Diagnosis and Management,,,General surgery,skill_892978fee571da91,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_52e0eae522f01a05,Acute alcohol withdrawal,acute alcohol withdrawal,Acute alcohol withdrawal,,,Acute internal medicine,skill_52e0eae522f01a05,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_fa347074af891945,Acute and Late Toxicities,acute and late toxicities,Acute and Late Toxicities,,,Radiotherapy,skill_fa347074af891945,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_25feea8dbcc510f6,Acute Anemia,acute anemia,Acute Anemia,,,Emergency medicine,skill_25feea8dbcc510f6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_97d043563751cc70,Acute Angioedema,acute angioedema,Acute Angioedema,,,Allergy and immunology | Emergency medicine,skill_97d043563751cc70,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b8e41bde87a04869,Acute Angle-Closure Glaucoma (AACG),acute angle-closure glaucoma aacg,Acute Angle-Closure Glaucoma (AACG),AACG,AACG,Emergency medicine | Ophthalmology,skill_a44f46247f0f3d9e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8ff43423b49ff9ab,Acute Angle-Closure Glaucoma in Emergency Medicine,acute angle-closure glaucoma in emergency medicine,Acute Angle-Closure Glaucoma in Emergency Medicine,,,Emergency medicine,skill_5f7e80c7a701a1c2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7851dee6914b18eb,Acute Aortic Dissection,acute aortic dissection,Acute Aortic Dissection,,,Cardiology | Emergency medicine,skill_7851dee6914b18eb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d958ad98c15b69eb,Acute aortic regurgitation,acute aortic regurgitation,Acute aortic regurgitation,,,Acute internal medicine,skill_d958ad98c15b69eb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e74e76ced5d49965,Acute asthma,acute asthma,Acute asthma,,,Acute internal medicine,skill_e74e76ced5d49965,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_04bb241aafefba0d,Acute bacterial meningitis,acute bacterial meningitis,Acute bacterial meningitis,,,Acute internal medicine,skill_04bb241aafefba0d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_48c4a4b1ea7b8c2b,Acute Bacterial Prostatitis,acute bacterial prostatitis,Acute Bacterial Prostatitis,,,Urology,skill_48c4a4b1ea7b8c2b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1cd913a42ab5502d,Acute Care in Osteopathic Practice,acute care in osteopathic practice,Acute Care in Osteopathic Practice,,,Osteopathy,skill_1cd913a42ab5502d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c89a0630ef85aaa5,Acute Cholangitis,acute cholangitis,Acute Cholangitis,,,Emergency medicine,skill_c89a0630ef85aaa5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a8138da733c30832,Acute cholecystitis,acute cholecystitis,Acute cholecystitis,,,Acute internal medicine,skill_a8138da733c30832,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7035146681bfd0d9,Acute Cholecystitis and Biliary Colic,acute cholecystitis and biliary colic,Acute Cholecystitis and Biliary Colic,,,Emergency medicine,skill_7035146681bfd0d9,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_81ddb22ac60ad433,"Acute Colonic Pseudoobstruction (Acute Megacolon, Ogilvie Syndrome)",acute colonic pseudoobstruction acute megacolon ogilvie syndrome,"Acute Colonic Pseudoobstruction (Acute Megacolon, Ogilvie Syndrome)",,,Emergency medicine | Gastro-enterology,skill_81ddb22ac60ad433,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a99b77406645755b,Acute Compartment Syndrome,acute compartment syndrome,Acute Compartment Syndrome,,,Rehabilitation,skill_a99b77406645755b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_86534cdf5db1960a,Acute Complications of Sarcoidosis,acute complications of sarcoidosis,Acute Complications of Sarcoidosis,,,Emergency medicine,skill_86534cdf5db1960a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_916e3afc798e1db4,Acute Conjunctivitis (Pink Eye),acute conjunctivitis pink eye,Acute Conjunctivitis (Pink Eye),Pink Eye,,Emergency medicine,skill_916e3afc798e1db4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_370fed0a9e5838c6,Acute coronary syndrome,acute coronary syndrome,Acute coronary syndrome,acute coronary syndrome | ACS,,Acute internal medicine | Cardiology | Emergency medicine | Intensive Crtical Care,skill_370fed0a9e5838c6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4e98707b32c0d1f7,Acute Cutaneous Lupus Erythematosus (ACLE),acute cutaneous lupus erythematosus acle,Acute Cutaneous Lupus Erythematosus (ACLE),ACLE,ACLE,Dermatology,skill_4e98707b32c0d1f7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b6d0f550eb81b973,Acute Disseminated Encephalomyelitis,acute disseminated encephalomyelitis,Acute Disseminated Encephalomyelitis,Acute Disseminated Encephalomyelitis (ADEM) | ADEM,ADEM,Infectious diseases | Neurology | Neuropathology | Neuroradiology,skill_b6d0f550eb81b973,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_baaebe7ea59014a7,Acute dizziness,acute dizziness,Acute dizziness,,,Acute internal medicine,skill_baaebe7ea59014a7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1a1ea58ed619c958,Acute Epididymitis,acute epididymitis,Acute Epididymitis,,,Emergency medicine,skill_1a1ea58ed619c958,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9498955001811b3a,Acute Epistaxis,acute epistaxis,Acute Epistaxis,,,Emergency medicine | Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_9498955001811b3a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8ee628f7e9e87ee0,Acute exacerbation of chronic obstructive pulmonary disease,acute exacerbation of chronic obstructive pulmonary disease,Acute exacerbation of chronic obstructive pulmonary disease,COPD | chronic obstructive pulmonary disease,,Acute internal medicine,skill_8ee628f7e9e87ee0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_316e41b39b18a93a,Acute exacerbation of COPD,acute exacerbation of copd,Acute exacerbation of COPD,COPD | chronic obstructive pulmonary disease,COPD,Acute internal medicine,skill_316e41b39b18a93a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_21d37e6fb53a8382,Acute Fatty Liver of Pregnancy,acute fatty liver of pregnancy,Acute Fatty Liver of Pregnancy,,,Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_21d37e6fb53a8382,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_be19c1c76dbcad60,Acute Febrile Neutrophilic Dermatosis (Sweet Syndrome),acute febrile neutrophilic dermatosis sweet syndrome,Acute Febrile Neutrophilic Dermatosis (Sweet Syndrome),Sweet Syndrome,,Dermatology | Emergency medicine,skill_be19c1c76dbcad60,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_dd399adbba964e59,Acute Frontal Sinusitis Surgery,acute frontal sinusitis surgery,Acute Frontal Sinusitis Surgery,,,General surgery | Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_dd399adbba964e59,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f5fe99ab005a3951,Acute Gastritis,acute gastritis,Acute Gastritis,,,Emergency medicine | Gastro-enterology,skill_f5fe99ab005a3951,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6182d6822c12adc7,Acute gastroenteritis,acute gastroenteritis,Acute gastroenteritis,,,Acute internal medicine,skill_6182d6822c12adc7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_812a80b165d845de,Acute Glomerulonephritis,acute glomerulonephritis,Acute Glomerulonephritis,,,Emergency medicine | Nephrology Renal medicine,skill_812a80b165d845de,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e37cc6e7fade6ce7,Acute Hemorrhagic Conjunctivitis,acute hemorrhagic conjunctivitis,Acute Hemorrhagic Conjunctivitis,,,Ophthalmology,skill_e37cc6e7fade6ce7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6fce51c5f260482a,Acute Hemorrhagic Edema of Infancy,acute hemorrhagic edema of infancy,Acute Hemorrhagic Edema of Infancy,,,Dermatology,skill_6fce51c5f260482a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5431cd4300a0df06,Acute hypocalcaemia,acute hypocalcaemia,Acute hypocalcaemia,,,Acute internal medicine,skill_5431cd4300a0df06,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f6e9551c393c535d,Acute Hypoglycemia,acute hypoglycemia,Acute Hypoglycemia,,,Emergency medicine,skill_f6e9551c393c535d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
